AADT,AADT_YR,MARKED_NAM,ROAD_NAME,COUNTY_NAM,HCV,HCV_MU_YR,MU_VOL,SU_VOL,MR_NUMBER,MR_TYPE,INVENTORY,KEY_RT_NBR,POINT_X,POINT_Y
Not Counted, ,0,CHRISTOPHER WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09545 000540,9545,-88.9348,40.49224
Not Counted, ,0,HOLDER WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09550 000540,9550,-88.9346,40.4948
Not Counted, ,0,MILL CREEK RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09555 000540,9555,-88.936,40.49629
Not Counted, ,0,NAVAJO CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09560 000540,9560,-88.9373,40.49381
Not Counted, ,0,SANDSTONE ST.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09565 000540,9565,-88.937,40.495
1800,2009,0,EASTPORT DR.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09570 000540,9570,-88.9382,40.48777
3000,2009,0,EASTPORT DR.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09570 000540,9570,-88.9382,40.49226
Not Counted, ,0,AIRLINE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09571 000540,9571,-88.9384,40.48727
Not Counted, ,0,AUDIE MURPHY DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09572 000540,9572,-88.9338,40.48934
Not Counted, ,0,BANDECON WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09575 000540,9575,-88.9323,40.4971
Not Counted, ,0,ABERDEEN WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09580 000540,9580,-88.9372,40.49772
Not Counted, ,0,CHEVOIT CT.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09585 000540,9585,-88.9364,40.49754
Not Counted, ,0,REMI CT.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  09595 000540,9595,-88.9299,40.4966
11700,2009,I 39, ,MCLEAN,5600,2009,4900,700,39,,057  10039 000000,0039,-89.0079,40.53881
14800,2009,I 39, ,MCLEAN,5650,2009,4900,750,39,,057  10039 000000,0039,-89.0024,40.55393
17200,2009,I 39, ,MCLEAN,4950,2009,4400,550,39,,057  10039 000000,0039,-89.0047,40.65754
18800,2009,I 39, ,MCLEAN,5150,2009,4400,750,39,,057  10039 000000,0039,-89.0027,40.62808
19900,2009,I 39, ,MCLEAN,5150,2009,4400,750,39,,057  10039 000000,0039,-89.002,40.58404
1350,2009,0,I-55WB TO I-39NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 401160,0039,-89.0006,40.54024
1300,2009,0,I-39SB TO I-55EB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 401370,0039,-89.0055,40.53929
125,2009,0,US51B TO I-39SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 402000,0039,-89.003,40.55857
100,2009,0,I-39NB TO BUS51,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 402020,0039,-89.0017,40.55882
1900,2009,0,US51B TO I-39NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 402650,0039,-89.0018,40.56295
1650,2009,0,I-39SB TO BUS51,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 402700,0039,-89.0032,40.56412
600,2009,0,FAS 472 TO I-39SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 405110,0039,-89.0003,40.60422
600,2009,0,I-39NB TO FAS 472,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 405130,0039,-88.9988,40.60431
275,2009,0,I-39SB TO FAS 472,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 405900,0039,-88.9998,40.60878
400,2009,0,FAS 472 TO I-39NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 405910,0039,-88.9986,40.60926
1000,2009,0,I-39NB TO FAS 473,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 408270,0039,-89.0038,40.64808
950,2009,0,FAS 473 TO I-39 SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 408280,0039,-89.0051,40.64863
150,2009,0,I-39SB TO FAS 473,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 408900,0039,-89.0053,40.65212
125,2009,0,FAS 473 TO I-39,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10039 408950,0039,-89.004,40.65281
20200,2009,I 55, ,MCLEAN,5950,2009,5300,650,55,,057  10055 000000,0055,-89.1858,40.29789
21500,2009,I 55, ,MCLEAN,6050,2009,5400,650,55,,057  10055 000000,0055,-89.1097,40.36162
22100,2009,I 55, ,MCLEAN,6350,2009,5700,650,55,,057  10055 000000,0055,-89.036,40.4286
22200,2009,I 55, ,MCLEAN,5400,2009,4700,700,55,,057  10055 000000,0055,-88.7644,40.68609
22700,2009,I 55, ,MCLEAN,5150,2009,4300,850,55,,057  10055 000000,0055,-88.7346,40.74958
23500,2009,I 55, ,MCLEAN,5450,2009,4600,850,55,,057  10055 000000,0055,-88.8493,40.60264
25800,2009,I 55, ,MCLEAN,5500,2009,4800,700,55,,057  10055 000000,0055,-88.9224,40.55124
29900,2009,I 55, ,MCLEAN,5800,2009,4800,1000,55,,057  10055 000000,0055,-88.9723,40.53862
30300,2009,I 55, ,MCLEAN,5900,2009,4800,1100,55,,057  10055 000000,0055,-88.9996,40.53886
37900,2009,I 55, ,MCLEAN,12550,2009,11300,1250,55,,057  10055 000000,0055,-89.0239,40.51933
39300,2009,I 55, ,MCLEAN,11800,2009,10600,1200,55,,057  10055 000000,0055,-89.0282,40.46678
850,2009,0,US 136 TO I-55,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 402760,0055,-89.1673,40.30956
750,2009,0,I-55NB TO US 136,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 402820,0055,-89.1639,40.30967
1600,2009,0,US 136 TO I-55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 403450,0055,-89.1604,40.31358
1400,2009,0,I-55SB TO US 136,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 403490,0055,-89.1626,40.31408
500,2009,0,NB TO REST AREA,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 407590,0055,-89.1071,40.36127
1300,2009,0,SB TO REST AREA,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 407770,0055,-89.1092,40.35895
100,2009,0,I-55NB TO FAU 6434,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 411900,0055,-89.0541,40.40574
125,2009,0,FAU 6434 TO I-55,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 411910,0055,-89.0564,40.40596
600,2009,0,I-55SB TO FAU 6434,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 412480,0055,-89.0545,40.41004
750,2009,0,FAU 6434 TO I-55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 412540,0055,-89.0517,40.41022
2000,2009,0,IL9EB TO I55/74SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 417420,0055,-89.03,40.4818
4400,2009,0,I55/I74NB TO IL9,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 417500,0055,-89.028,40.48056
3450,2009,0,IL9WB TO I55/74SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418040,0055,-89.0273,40.48481
3450,2009,0,IL9WB TO I55/74SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418040,0055,-89.0286,40.48473
3450,2009,0,IL9WB TO I55/74SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418040,0055,-89.0295,40.48575
900,2009,0,IL9EB TO I55/74NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418340,0055,-89.0274,40.48413
900,2009,0,IL9EB TO I55/74NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418340,0055,-89.0283,40.4861
900,2009,0,IL9EB TO I55/74NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418340,0055,-89.0286,40.48493
2900,2009,0,IL9WB TO I55/74NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418790,0055,-89.0276,40.48885
3750,2009,0,I55/74SB TO IL9,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 418880,0055,-89.0292,40.4896
5100,2009,0,EB I74 TO NB I55,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 422030,0055,-89.0245,40.53453
5100,2009,0,EB I74 TO NB I55,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 422030,0055,-89.0238,40.5371
5100,2009,0,EB I74 TO NB I55,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 422030,0055,-89.0271,40.53757
5100,2009,0,I55 SB TO I74 WB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 422300,0055,-89.0235,40.5385
2300,2009,0,I-55EB TO BUS51,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 423100,0055,-88.9976,40.53777
3150,2009,0,BUS.51 TO I-55WB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 423300,0055,-88.9946,40.53995
700,2009,0,I-55EB TO BUS.51,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 423370,0055,-88.9941,40.53769
2100,2009,0,I-55WB TO BUS.51,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 423640,0055,-88.9933,40.54007
2300,2009,0,BUS.51 TO I-55EB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 423750,0055,-88.9921,40.53767
4950,2009,0,I-55NB TO BUS.55,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 425240,0055,-88.954,40.53744
125,2009,0,FAU6377SB TOI55SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 425280,0055,-88.9492,40.53956
4650,2009,0,FAU6377NB TOI55SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 425750,0055,-88.9461,40.53868
100,2009,0,I55(B)SB TO I55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 425870,0055,-88.9479,40.53748
100,2009,0,I55(B)SB TO I55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 425870,0055,-88.9511,40.53707
100,2009,0,I55(B)SB TO I55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 425870,0055,-88.9484,40.5379
2900,2009,0,I55(B)NB TO I55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 426260,0055,-88.947,40.5362
3300,2009,0,I55SB TO FAU6377,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 426400,0055,-88.9417,40.53977
1050,2009,0,I-55NB TO FAU 6431,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 429120,0055,-88.9025,40.56944
1300,2009,0,FAU 6431 TO I-55SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 429170,0055,-88.903,40.57151
700,2009,0,FAU 6431 TO I-55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 429690,0055,-88.8988,40.57226
650,2009,0,I-55SB TO FAU 6431,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 429720,0055,-88.899,40.57447
900,2009,0,FAS 473 TO I-55SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 436450,0055,-88.8113,40.64284
1000,2009,0,I-55NB TO FAS 478,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 436470,0055,-88.8087,40.64324
400,2009,0,I-55SB TO FAS 478,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 437020,0055,-88.8098,40.64674
350,2009,0,FAS 473 TO I-55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 437040,0055,-88.8072,40.64707
1850,2009,0,US 24 TO I-55SB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 444610,0055,-88.7394,40.73795
2350,2009,0,I-55NB TO US.24,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 444630,0055,-88.7357,40.73848
1150,2009,0,US.24 TO I-55NB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 445010,0055,-88.7358,40.73995
950,2009,0,I-55SB TO US.24,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 445030,0055,-88.7393,40.73956
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 528520,0055,-88.9086,40.56369
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 529080,0055,-88.9044,40.57001
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 532070,0055,-88.8577,40.59716
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 536730,0055,-88.8137,40.64491
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10055 536740,0055,-88.8109,40.64653
16100,2009,I 74, ,MCLEAN,6500,2009,5800,700,74,,057  10074 000000,0074,-88.9327,40.41533
18700,2009,I 74, ,MCLEAN,5850,2009,5100,750,74,,057  10074 000000,0074,-88.7065,40.29669
18800,2009,I 74, ,MCLEAN,5750,2009,5000,750,74,,057  10074 000000,0074,-88.7453,40.32618
19500,2009,I 74, ,MCLEAN,5700,2009,4900,800,74,,057  10074 000000,0074,-88.8203,40.36429
19700,2009,I 74, ,MCLEAN,6550,2009,5800,750,74,,057  10074 000000,0074,-89.0092,40.43865
23500,2009,I 74, ,MCLEAN,3950,2009,3300,650,74,,057  10074 000000,0074,-89.0246,40.53287
23500,2009,I 74, ,MCLEAN,3950,2009,3300,650,74,,057  10074 000000,0074,-89.0439,40.53853
25000,2009,I 74, ,MCLEAN,4500,2009,3600,900,74,,057  10074 000000,0074,-89.1504,40.58969
27700,2009,I 74, ,MCLEAN,4750,2009,4000,750,74,,057  10074 000000,0074,-89.104,40.55742
375,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 401100,0074,-89.1442,40.58396
450,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 401210,0074,-89.1418,40.58327
350,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 401530,0074,-89.1414,40.58098
375,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 401630,0074,-89.1385,40.58038
1800,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 406220,0074,-89.0669,40.54045
1950,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 406230,0074,-89.0656,40.53924
900,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 406840,0074,-89.0605,40.53948
1000,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 406850,0074,-89.0607,40.54055
3350,2009,0,SB FAP704/NB I74,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 409330,0074,-89.0181,40.44517
125,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 409540,0074,-89.0178,40.44379
400,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 409640,0074,-89.0209,40.44079
1850,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 409720,0074,-89.0194,40.43921
250,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 409820,0074,-89.0166,40.44149
200,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 409910,0074,-89.02,40.43845
2650,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 410980,0074,-88.9933,40.43534
400,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 411060,0074,-88.9924,40.43701
1000,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 411200,0074,-88.9916,40.43525
2050,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 411260,0074,-88.9899,40.43681
125,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 411400,0074,-88.9889,40.43514
1150,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 411460,0074,-88.9889,40.43724
500,2009,0,I-74 EB TO FAU 6437,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 418010,0074,-88.8786,40.39013
450,2009,0,FAU 6437 TO I-74 WB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 418060,0074,-88.8766,40.39108
1400,2009,0,FAU 6437 TO I-74 EB,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 418390,0074,-88.8741,40.38805
1350,2009,0,I-74 WB TO FAU 6437,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 418460,0074,-88.8727,40.3893
1950,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 424760,0074,-88.7683,40.33938
1700,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 424800,0074,-88.7665,40.3404
1500,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 425260,0074,-88.7621,40.33818
1550,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 425330,0074,-88.7633,40.33688
350,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 427490,0074,-88.7303,40.31346
450,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 427610,0074,-88.7266,40.31284
350,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 428080,0074,-88.7269,40.31009
375,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 428170,0074,-88.7232,40.30948
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 501390,0074,-89.1441,40.5814
25,2003,0,FR.RD. (E OF I-74),MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 502320,0074,-89.124,40.57025
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 505010,0074,-89.0863,40.54674
50,2003,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  10074 515680,0074,-88.9091,40.40357
1000,2009,IL 54, ,MCLEAN,275,2009,225,50,54,,057  20071 000000,0071,-88.5833,40.29617
1000,2009,IL 54, ,MCLEAN,285,2009,225,60,54,,057  20071 000000,0071,-88.5211,40.34049
1150,2009,IL 54, ,MCLEAN,280,2009,200,80,54,,057  20071 000000,0071,-88.545,40.32435
900,2009,IL 54, ,MCLEAN,285,2009,225,60,54,,057  20071 000000,0071,-88.5049,40.35706
950,2009,IL 54, ,MCLEAN,275,2009,225,50,54,,057  20071 000000,0071,-88.4754,40.38222
1200,2009,US 136, ,MCLEAN,325,2009,225,100,136,,057  20315 000000,0315,-88.7599,40.31159
1500,2009,US 136, ,MCLEAN,375,2009,275,100,136,,057  20315 000000,0315,-88.8463,40.31197
2100,2009,US 136, ,MCLEAN,425,2009,300,125,136,,057  20315 000000,0315,-88.9343,40.31222
2550,2009,US 136, ,MCLEAN,600,2009,450,150,136,,057  20315 000000,0315,-89.1475,40.31176
3100,2009,US 136, ,MCLEAN,775,2009,500,275,136,,057  20315 000000,0315,-89.0647,40.31193
3200,2009,US 136, ,MCLEAN,600,2009,350,250,136,,057  20315 000000,0315,-89.2181,40.31118
3900,2009,US 136, ,MCLEAN,675,2009,375,300,136,,057  20315 000000,0315,-89.1705,40.31159
6000,2009,US 136, ,MCLEAN,1150,2009,550,600,136,,057  20315 000000,0315,-89.1657,40.31165
2850,2009,US 136,CLEVELAND ST,MCLEAN,525,2009,350,175,136,,057  20315 000000,0315,-88.9724,40.312
3100,2009,US 136,CLEVELAND ST,MCLEAN,775,2009,500,275,136,,057  20315 000000,0315,-88.9933,40.31202
4100,2009,US 136,CLEVELAND ST,MCLEAN,525,2009,225,300,136,,057  20315 000000,0315,-88.978,40.31197
5400,2009,US 136,CLEVELAND ST,MCLEAN,775,2009,425,350,136,,057  20315 000000,0315,-88.986,40.31199
5800,2009,US 136,CLEVELAND ST,MCLEAN,550,2009,150,400,136,,057  20315 000000,0315,-88.9814,40.31196
3400,2009,US 24, ,MCLEAN,650,2009,500,150,24,,057  20317 000000,0317,-88.8335,40.74024
4300,2009,US 24, ,MCLEAN,850,2009,550,300,24,,057  20317 000000,0317,-88.9291,40.73891
4550,2009,US 24, ,MCLEAN,725,2009,500,225,24,,057  20317 000000,0317,-88.6658,40.74206
5100,2009,US 24, ,MCLEAN,775,2009,500,275,24,,057  20317 000000,0317,-88.6033,40.74287
5800,2009,US 24, ,MCLEAN,700,2009,375,325,24,,057  20317 000000,0317,-88.7137,40.74163
6300,2009,US 24, ,MCLEAN,750,2009,425,325,24,,057  20317 000000,0317,-88.7239,40.74149
6300,2009,US 24, ,MCLEAN,650,2009,500,150,24,,057  20317 000000,0317,-88.7663,40.74097
7100,2009,US 24, ,MCLEAN,1150,2009,650,500,24,,057  20317 000000,0317,-88.7343,40.74129
7200,2009,US 24, ,MCLEAN,925,2009,500,425,24,,057  20317 000000,0317,-88.7303,40.74138
13000,2009,US 51, ,MCLEAN,1500,2009,950,550,51,,057  20322 000000,0322,-88.9896,40.39575
13800,2009,US 51, ,MCLEAN,1450,2009,1000,450,51,,057  20322 000000,0322,-88.9818,40.29797
14100,2009,US 51, ,MCLEAN,1275,2009,850,425,51,,057  20322 000000,0322,-88.9902,40.42417
15500,2009,US 51, ,MCLEAN,1750,2009,1200,550,51,,057  20322 000000,0322,-88.9892,40.34243
18100,2009,US 51, ,MCLEAN,1650,2009,1050,600,51,,057  20322 000000,0322,-88.9905,40.43282
1650,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  20322 408240,0322,-88.9888,40.31411
1500,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  20322 408250,0322,-88.9901,40.31389
850,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  20322 408800,0322,-88.9901,40.3104
650,2009,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  20322 408840,0322,-88.9886,40.31014
2850,2009,0,QUEST DR (W FR),MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  20322 500440,0322,-88.9914,40.43086
6600,2009,US 150, ,MCLEAN,575,2009,275,300,150,,057  20676 000000,0676,-89.0618,40.53793
3400,2009,US 150,MITSUBISHI MOTORWAY,MCLEAN,325,2009,200,125,150,,057  20676 000000,0676,-89.0585,40.5275
3850,2009,US 150,MITSUBISHI MOTORWAY,MCLEAN,325,2009,200,125,150,,057  20676 000000,0676,-89.0591,40.53399
3950,2009,US 150,MITSUBISHI MOTORWAY,MCLEAN,375,2009,225,150,150,,057  20676 000000,0676,-89.0597,40.51295
4600,2009,US 150,MITSUBISHI MOTORWAY,MCLEAN,450,2009,125,325,150,,057  20676 000000,0676,-89.0591,40.49512
1250,2009,IL 9, ,MCLEAN,70,2009,40,30,9,,057  20693 000000,0693,-88.4929,40.47132
13700,2009,IL 9, ,MCLEAN,475,2009,200,275,9,,057  20693 000000,0693,-88.9131,40.48824
15300,2009,IL 9, ,MCLEAN,575,2009,175,400,9,,057  20693 000000,0693,-88.9695,40.48805
1550,2009,IL 9, ,MCLEAN,120,2009,60,60,9,,057  20693 000000,0693,-88.6154,40.48533
19100,2009,IL 9, ,MCLEAN,550,2009,275,275,9,,057  20693 000000,0693,-88.9274,40.48837
2000,2009,IL 9, ,MCLEAN,130,2009,60,70,9,,057  20693 000000,0693,-88.7407,40.48657
20000,2009,IL 9, ,MCLEAN,850,2009,425,425,9,,057  20693 000000,0693,-88.946,40.4883
2100,2009,IL 9, ,MCLEAN,160,2009,90,70,9,,057  20693 000000,0693,-89.2221,40.52332
2300,2009,IL 9, ,MCLEAN,225,2009,125,100,9,,057  20693 000000,0693,-89.1768,40.50341
24000,2009,IL 9, ,MCLEAN,975,2009,425,550,9,,057  20693 000000,0693,-88.9371,40.48838
2650,2009,IL 9, ,MCLEAN,130,2009,60,70,9,,057  20693 000000,0693,-88.7952,40.48683
3450,2009,IL 9, ,MCLEAN,265,2009,90,175,9,,057  20693 000000,0693,-88.8449,40.4874
3600,2009,IL 9, ,MCLEAN,225,2009,100,125,9,,057  20693 000000,0693,-88.8832,40.48791
4200,2009,IL 9, ,MCLEAN,350,2009,175,175,9,,057  20693 000000,0693,-89.1452,40.4871
5000,2009,IL 9, ,MCLEAN,325,2009,175,150,9,,057  20693 000000,0693,-89.1054,40.48735
5200,2009,IL 9, ,MCLEAN,350,2009,175,175,9,,057  20693 000000,0693,-89.0873,40.48745
7300,2009,IL 9, ,MCLEAN,550,2009,275,275,9,,057  20693 000000,0693,-89.0683,40.4876
16600,2009,IL 9,EMPIRE,MCLEAN,650,2009,275,375,9,,057  20693 000000,0693,-88.9645,40.48838
17200,2009,IL 9,EMPIRE,MCLEAN,725,2009,300,425,9,,057  20693 000000,0693,-88.9537,40.48824
19000,2009,IL 9,EMPIRE,MCLEAN,725,2009,300,425,9,,057  20693 000000,0693,-88.9519,40.48819
20000,2009,IL 9,EMPIRE,MCLEAN,850,2009,425,425,9,,057  20693 000000,0693,-88.9491,40.48809
26300,2009,IL 9,EMPIRE,MCLEAN,1350,2009,650,700,9,,057  20693 000000,0693,-88.9579,40.48823
27000,2009,IL 9,EMPIRE,MCLEAN,1450,2009,700,750,9,,057  20693 000000,0693,-88.9502,40.48812
8000,2009,IL 9,LOCUST ST,MCLEAN,475,2009,125,350,9,,057  20693 000000,0693,-88.983,40.48474
8700,2009,IL 9,LOCUST ST,MCLEAN,550,2009,150,400,9,,057  20693 000000,0693,-88.9769,40.48489
15300,2009,IL 9,TOWANDA AVE,MCLEAN,575,2009,175,400,9,,057  20693 000000,0693,-88.9714,40.48602
13600,2009,US 150, ,MCLEAN,1000,2009,150,850,150,,057  20693 000000,0693,-89.0128,40.48286
14900,2009,US 150, ,MCLEAN,800,2009,150,650,150,,057  20693 000000,0693,-89.016,40.48319
17900,2009,US 150, ,MCLEAN,2600,2009,1100,1500,150,,057  20693 000000,0693,-89.0181,40.48346
8400,2009,US 150, ,MCLEAN,750,2009,375,375,150,,057  20693 000000,0693,-89.0478,40.48732
5900,2009,US 150,HINSHAW AVE,MCLEAN,480,2009,80,400,150,,057  20693 000000,0693,-89.0115,40.48359
5500,2009,US 150,LOCUST ST,MCLEAN,300,2009,50,250,150,,057  20693 000000,0693,-88.9972,40.48447
5900,2009,US 150,LOCUST ST,MCLEAN,270,2009,20,250,150,,057  20693 000000,0693,-88.9957,40.48451
