AADT,AADT_YR,MARKED_NAM,ROAD_NAME,COUNTY_NAM,HCV,HCV_MU_YR,MU_VOL,SU_VOL,MR_NUMBER,MR_TYPE,INVENTORY,KEY_RT_NBR,POINT_X,POINT_Y
Not Counted, ,0,ESPEY DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01000 000540,1000,-88.9294,40.49826
5300,2009,0,RHODES LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01001 000540,1001,-88.9708,40.4514
Not Counted, ,0,SWARTHMORE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01002 000540,1002,-88.9299,40.49759
Not Counted, ,0,ELIZABETH WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01003 000540,1003,-88.9301,40.49834
Not Counted, ,0,ROUNDS ROAD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01004 000540,1004,-88.9306,40.49962
3050,2009,0,EAGLE CREEK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01005 000540,1005,-88.9216,40.49842
Not Counted, ,0,COPPER CREEK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01006 000540,1006,-88.9212,40.49914
Not Counted, ,0,LONG COVE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01007 000540,1007,-88.9233,40.4998
650,2009,0,CARLENE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01008 000540,1008,-88.926,40.49245
750,2009,0,CORNELIUS,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01008 000540,1008,-88.9208,40.49252
Not Counted, ,0,SMOKEY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01009 000540,1009,-88.9226,40.50368
Not Counted, ,0,STONEY COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01010 000540,1010,-88.9205,40.50509
375,2009,0,THORNWOOD LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01011 000540,1011,-88.9219,40.50626
Not Counted, ,0,PRIVET LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01012 000540,1012,-88.9195,40.50626
Not Counted, ,0,WISTERIA LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01013 000540,1013,-88.9152,40.50773
1600,2009,0,WISTERIA LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01013 000540,1013,-88.9208,40.50737
Not Counted, ,0,BRENNAN LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01014 000540,1014,-88.916,40.50552
Not Counted, ,0,TRUMPET LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01015 000540,1015,-88.9156,40.50441
Not Counted, ,0,LEAFY LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01016 000540,1016,-88.916,40.50662
Not Counted, ,0,CINNAMON LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01017 000540,1017,-88.9203,40.50834
Not Counted, ,0,SILVERBERRY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01018 000540,1018,-88.9209,40.50835
Not Counted, ,0,RUSTY LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01019 000540,1019,-88.9188,40.50938
Not Counted, ,0,IRELAND GROVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01020 000540,1020,-88.9575,40.45921
2450,2009,0,IRELAND GROVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01020 000540,1020,-88.9655,40.4594
3000,2009,0,IRELAND GROVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01020 000540,1020,-88.9605,40.45929
Not Counted, ,0,DOOLEY AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01020 001545,1020,-88.8696,40.39982
900,2009,0,BUTCHERS LA,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01021 000540,1021,-89.0184,40.46602
1200,2009,0,BUTCHERS LA,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01021A000540,1021,-89.0109,40.46441
Not Counted, ,0,CRIMSON LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01022 000540,1022,-88.9174,40.50855
1500,2009,0,CRIMSON LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01022 000540,1022,-88.917,40.50511
Not Counted, ,0,VINEY LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01023 000540,1023,-88.9146,40.50326
Not Counted, ,0,MILTON LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01024 000540,1024,-88.9189,40.50887
Not Counted, ,0,HACKBERRY RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01025 000540,1025,-88.9131,40.50632
Not Counted, ,0,WORTHINGTON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01026 000540,1026,-88.9118,40.50791
Not Counted, ,0,WORTHINGTON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01026 000540,1026,-88.9111,40.509
Not Counted, ,0,MONTEREY DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01027 000540,1027,-88.9179,40.50024
Not Counted, ,0,MOSS CREEK,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01028 000540,1028,-88.9192,40.49778
Not Counted, ,0,MELROSE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01029 000540,1029,-88.9207,40.4996
Not Counted, ,0,CREEKSIDE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01030 000540,1030,-88.9218,40.5002
Not Counted, ,0,OAK ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01030 001545,1030,-88.8692,40.39889
Not Counted, ,0,WINDSONG WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01031 000540,1031,-88.9103,40.50622
Not Counted, ,0,CARNEY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01032 000540,1032,-88.9086,40.50649
Not Counted, ,0,LONGWOOD LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01033 000540,1033,-88.9087,40.50702
Not Counted, ,0,WOODBINE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01034 000540,1034,-88.9068,40.5075
1900,2009,0,WOODBINE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01034 000540,1034,-88.9062,40.50419
650,2009,0,WOODBINE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01034 000540,1034,-88.9064,40.49951
Not Counted, ,0,RASPBERRY RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01035 000540,1035,-88.9059,40.50451
550,2009,0,BAYWOOD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01036 000540,1036,-88.9047,40.50789
Not Counted, ,0,RIDGECREST DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01037 000540,1037,-88.9216,40.5139
Not Counted, ,0,MAXTED DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01038 000540,1038,-88.9223,40.5135
Not Counted, ,0,PROVIDENCE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01039 000540,1039,-88.9216,40.51309
Not Counted, ,0,EAGLE CREST RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01040 000540,1040,-88.9159,40.5122
1850,2009,0,EAGLE CREST RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01040 000540,1040,-88.9216,40.51234
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01040 005790,1040,-88.9029,40.56819
Not Counted, ,0,INTERLOCKEN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01041 000540,1041,-88.9188,40.51212
Not Counted, ,0,BRITTANY CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01042 000540,1042,-88.9168,40.51391
Not Counted, ,0,BRITTANY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01042 000540,1042,-88.9139,40.51381
Not Counted, ,0,CHESAPEAKE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01043 000540,1043,-88.9159,40.51442
Not Counted, ,0,BARRINGTON RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01044 000540,1044,-88.9137,40.51304
Not Counted, ,0,HILLSBORO DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01045 000540,1045,-88.9177,40.51078
Not Counted, ,0,CAMERON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01046 000540,1046,-88.9158,40.51129
Not Counted, ,0,MONTICELLO RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01047 000540,1047,-88.9153,40.51039
Not Counted, ,0,CLARKSON LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01048 000540,1048,-88.9128,40.51131
Not Counted, ,0,FOX RIDGE RUN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01049 000540,1049,-88.9299,40.51184
Not Counted, ,0,BLARNEY STONE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01050 000540,1050,-88.9287,40.51389
Not Counted, ,0,GARFIELD ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01050 001545,1050,-88.871,40.39806
Not Counted, ,0,GRAYSTONE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01051 000540,1051,-88.9288,40.51197
Not Counted, ,0,COBBLESTONE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01052 000540,1052,-88.927,40.51184
Not Counted, ,0,HEARTHSTONE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01053 000540,1053,-88.9268,40.51285
Not Counted, ,0,SOUTHFORK RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01054 000540,1054,-88.9272,40.51126
Not Counted, ,0,RAVENWOOD CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01055 000540,1055,-88.9306,40.5152
Not Counted, ,0,PARK RIDGE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01056 000540,1056,-88.9299,40.51397
1150,2009,0,PARK RIDGE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01056 000540,1056,-88.9291,40.51687
Not Counted, ,0,GREENFIELD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01057 000540,1057,-88.9273,40.51711
650,2009,0,HUNTINGTON RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01058 000540,1058,-88.9267,40.51623
Not Counted, ,0,RED STONE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01058A000540,1058,-88.9268,40.51542
Not Counted, ,0,STONE HURST DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01059 000540,1059,-88.9269,40.51375
Not Counted, ,0,KEYSTONE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01060 000540,1060,-88.9255,40.51421
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01060 005790,1060,-88.9003,40.56747
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01060A005790,1060,-88.8951,40.56762
Not Counted, ,0,LAKE SHORE CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01061 000540,1061,-88.933,40.51527
Not Counted, ,0,BEACON CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01062 000540,1062,-88.933,40.51682
Not Counted, ,0,BEACON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01063 000540,1063,-88.9345,40.51718
Not Counted, ,0,COVE POINTE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01064 000540,1064,-88.9378,40.51699
Not Counted, ,0,WINDWARD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01065 000540,1065,-88.9369,40.51708
Not Counted, ,0,GULF POINTE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01066 000540,1066,-88.9372,40.51571
Not Counted, ,0,LAKE SHORE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01067 000540,1067,-88.9361,40.51617
Not Counted, ,0,SHOREWOOD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01068 000540,1068,-88.9359,40.51549
Not Counted, ,0,SHOREWOOD DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01068 000540,1068,-88.9352,40.51628
Not Counted, ,0,SIGNAL CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01069 000540,1069,-88.9348,40.51544
Not Counted, ,0,KARA CROSSING,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01070 000540,1070,-88.9414,40.51634
Not Counted, ,0,KICKAPOO DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01070 001545,1070,-88.8757,40.39705
Not Counted, ,0,KOLBY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01071 000540,1071,-88.9393,40.51479
Not Counted, ,0,HODGE HAVEN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01072 000540,1072,-88.9409,40.51518
Not Counted, ,0,KLEGGSTONE CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01073 000540,1073,-88.9404,40.51358
Not Counted, ,0,GARLINGTON LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01074 000540,1074,-88.9406,40.51235
Not Counted, ,0,AUTO ROW DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01075 000540,1075,-88.9513,40.50328
Not Counted, ,0,KURT DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01076 000540,1076,-88.9559,40.50135
Not Counted, ,0,OAKBROOK CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01077 000540,1077,-88.948,40.49794
Not Counted, ,0,ELDORADO CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01078 000540,1078,-88.9512,40.48222
Not Counted, ,0,HEARTLAND DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01079 000540,1079,-88.9413,40.48149
Not Counted, ,0,CROWN COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01080 000540,1080,-88.9484,40.46426
Not Counted, ,0,GROVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01080 001545,1080,-88.871,40.39729
Not Counted, ,0,NORTH ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01080A005790,1080,-88.8971,40.56632
Not Counted, ,0,BARLEY CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01081 000540,1081,-88.9454,40.45989
Not Counted, ,0,BROOKRIDGE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01082 000540,1082,-88.9435,40.46273
Not Counted, ,0,SUFFOLK WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01083 000540,1083,-88.9343,40.4668
Not Counted, ,0,DORSET CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01084 000540,1084,-88.9352,40.46776
Not Counted, ,0,MATLOCK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01085 000540,1085,-88.9358,40.46827
Not Counted, ,0,DURHAM DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01086 000540,1086,-88.9329,40.46827
Not Counted, ,0,YORKSHIRE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01087 000540,1087,-88.9352,40.46873
Not Counted, ,0,CUMBRIA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01088 000540,1088,-88.9339,40.46972
Not Counted, ,0,PRESTON DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01089 000540,1089,-88.9362,40.4707
Not Counted, ,0,AVON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01090 000540,1090,-88.9331,40.47184
Not Counted, ,0,TEES CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01091 000540,1091,-88.9331,40.47076
Not Counted, ,0,FOUNTAIN LAKE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01092 000540,1092,-88.9304,40.47306
Not Counted, ,0,FOUNTAIN LAKE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01093 000540,1093,-88.9317,40.47219
Not Counted, ,0,WINDMILL RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01094 000540,1094,-88.9306,40.47219
Not Counted, ,0,HARVEST CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01095 000540,1095,-88.9312,40.47062
Not Counted, ,0,TEAL DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01096 000540,1096,-88.9286,40.47244
Not Counted, ,0,DRAKE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01097 000540,1097,-88.9277,40.47239
Not Counted, ,0,CYGNET XING,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01098 000540,1098,-88.9273,40.47094
Not Counted, ,0,ROSEWOOD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01098 000540,1098,-88.9259,40.47211
Not Counted, ,0,MALLARD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01099 000540,1099,-88.9275,40.47056
Not Counted, ,0,SHORELINE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01100 000540,1100,-88.9294,40.47008
Not Counted, ,0,WASHINGTON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01100 001545,1100,-88.8741,40.39634
Not Counted, ,0,BLUE LAKE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01101 000540,1101,-88.9295,40.46845
Not Counted, ,0,WEATHERVAIN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01102 000540,1102,-88.9311,40.46886
Not Counted, ,0,HAYLOFT RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01103 000540,1103,-88.9312,40.4674
Not Counted, ,0,OLD FARM RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01104 000540,1104,-88.9305,40.4682
1700,2009,0,OLD FARM RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01104 000540,1104,-88.9299,40.47169
600,2009,0,OLD FARM RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01104 000540,1104,-88.9293,40.47425
Not Counted, ,0,SWAN LAKE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01105 000540,1105,-88.9293,40.4688
Not Counted, ,0,PRENZLER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01106 000540,1106,-88.9273,40.46767
1150,2009,0,EDDY RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01107 000540,1107,-88.9256,40.46779
1500,2009,0,EDDY RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01107 000540,1107,-88.926,40.47129
Not Counted, ,0,ASH ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01108 000540,1108,-88.9805,40.46467
Not Counted, ,0,GILMORE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01109 000540,1109,-88.9746,40.46084
1550,2009,0,COMMERCE PKWY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01110 000540,1110,-88.9754,40.46028
6700,2009,0,COMMERCE PKWY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01110 000540,1110,-88.9746,40.45665
Not Counted, ,0,GENEVA CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01111 000540,1111,-88.9861,40.44533
Not Counted, ,0,GENEVA BLVD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01112 000540,1112,-88.9883,40.44487
Not Counted, ,0,CLOVER COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01113 000540,1113,-89.0099,40.45166
Not Counted, ,0,BITTERSWEET CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01114 000540,1114,-89.0093,40.45033
Not Counted, ,0,CHICORY LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01115 000540,1115,-89.0074,40.45392
Not Counted, ,0,PALM COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01116 000540,1116,-89.0196,40.45355
Not Counted, ,0,LAKEVIEW POINT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01117 000540,1117,-89.0183,40.45514
Not Counted, ,0,SHAGBARK CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01118 000540,1118,-89.0184,40.45293
Not Counted, ,0,SCENIC CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01119 000540,1119,-89.0169,40.4526
Not Counted, ,0,CLEARBROOK CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01120 000540,1120,-89.0153,40.4538
Not Counted, ,0,MAIN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01120 001545,1120,-88.8762,40.3955
Not Counted, ,0,MAIN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01120 001545,1120,-88.8728,40.39535
Not Counted, ,0,MAIN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01120 001545,1120,-88.8798,40.39538
Not Counted, ,0,AUTUMN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01121 000540,1121,-89.0156,40.45463
Not Counted, ,0,STEEPLECHASE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01122 000540,1122,-89.013,40.4621
Not Counted, ,0,STETSON DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01123 000540,1123,-89.0144,40.46261
Not Counted, ,0,VERMONT AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01124 000540,1124,-89.0185,40.49749
Not Counted, ,0,MARVIN GARDENS,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01125 000540,1125,-89.0167,40.49804
Not Counted, ,0,PACIFIC AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01126 000540,1126,-89.0173,40.49764
Not Counted, ,0,CASE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01127 000540,1127,-89.0176,40.49981
Not Counted, ,0,READING RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01128 000540,1128,-89.0169,40.49933
Not Counted, ,0,PARKER AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01129 000540,1129,-89.0154,40.49953
Not Counted, ,0,BOARDWALK CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01130 000540,1130,-89.0139,40.50048
Not Counted, ,0,PARK PLACE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01131 000540,1131,-89.0146,40.49963
Not Counted, ,0,BOARDWALK CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01132 000540,1132,-89.0132,40.49992
Not Counted, ,0,VENTNOR AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01133 000540,1133,-89.0159,40.50082
Not Counted, ,0,SHIRE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01134 000540,1134,-89.0136,40.49902
Not Counted, ,0,ACORN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01135 000540,1135,-89.0152,40.45179
Not Counted, ,0,SOMERSET CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01136 000540,1136,-88.9741,40.49186
Not Counted, ,0,BRECKENRIDGE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01137 000540,1137,-88.974,40.49258
Not Counted, ,0,INVERNESS DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01138 000540,1138,-88.9728,40.49233
Not Counted, ,0,GLENMORE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01139 000540,1139,-88.9283,40.47489
Not Counted, ,0,KYLEMORE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01140 000540,1140,-88.9284,40.47465
Not Counted, ,0,FRANKLIN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01140 001545,1140,-88.8716,40.3944
Not Counted, ,0,ASHLING CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01141 000540,1141,-88.9353,40.47471
Not Counted, ,0,CASTLEMAIN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01141 000540,1141,-88.931,40.47555
Not Counted, ,0,WATERFORD ESTATES DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01142 000540,1142,-88.9328,40.47452
Not Counted, ,0,LUCERN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01143 000540,1143,-88.9272,40.4757
Not Counted, ,0,BALLYFORD DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01144 000540,1144,-88.9286,40.4764
Not Counted, ,0,POWERS DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01145 000540,1145,-88.93,40.47597
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01146 000540,1146,-88.9338,40.47517
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01147 000540,1147,-88.9333,40.47393
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01148 000540,1148,-88.9318,40.47424
Not Counted, ,0,BAILEY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01149 000540,1149,-88.9318,40.46505
Not Counted, ,0,BRUNTON COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01150 000540,1150,-88.9419,40.51705
Not Counted, ,0,CASEY LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01151 000540,1151,-88.9317,40.46114
Not Counted, ,0,LONGFORD LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01151 000540,1151,-88.9325,40.46356
Not Counted, ,0,SABLE OAKS CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01151 000540,1151,-88.9287,40.4659
Not Counted, ,0,TREYBURN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01152 000540,1152,-88.9264,40.46445
1200,2009,0,BROWNSTONE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01153 000540,1153,-88.924,40.46416
1200,2009,0,SADDLEBROOK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01153 000540,1153,-88.9277,40.46519
1200,2009,0,SPHAN LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01153 000540,1153,-88.9259,40.46354
